"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"9","Data boom for #lifesciences #insurtech #AI #Healthcare @andi_staub

#fintech
<U+27A1><U+FE0F>https://t.co/FVR5EfMI7T https://t.co/f9yh5VxryK",FALSE,2,NA,2017-11-13 18:08:11,FALSE,NA,"930135216966037504",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow""> Hootsuite </a>","sbmeunier",3,FALSE,FALSE,NA,NA
"10100","The key to good outcomes as healthcare’s dependence on data deepens - https://t.co/DTQZ5e0vUr @DavidRichards @InfoWorld @IDGCN",FALSE,0,NA,2017-11-13 17:40:08,FALSE,NA,"930128160057737216",NA,"<a href=""http://www.idg.com"" rel=""nofollow"">IDG Media Platform</a>","IDGCN",0,FALSE,FALSE,NA,NA
"11100","RT @Inteliot: #IoT, Big Data &amp; #AI are transforming healthcare, says @IanacePete of Sensogram. @Intel #Connect2Health https://t.co/CpapyYQW…",FALSE,0,NA,2017-11-13 17:36:50,FALSE,NA,"930127328784670720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VonOstpreussen",42,TRUE,FALSE,NA,NA
"12100","RT @meisshaily: @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/UL8QOg30bK",FALSE,0,NA,2017-11-13 17:25:54,FALSE,NA,"930124577857986561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoomanHaque",4,TRUE,FALSE,NA,NA
"13100","RT @meisshaily: @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/UL8QOg30bK",FALSE,0,NA,2017-11-13 17:21:34,FALSE,NA,"930123484335927296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","domhalps",4,TRUE,FALSE,NA,NA
"14100","#BigData #ArtificialIntelligence #IoT May Change #healthcare in 2017 . Read more at https://t.co/d1Xjhy0jMh",FALSE,0,NA,2017-11-13 17:20:01,FALSE,NA,"930123095658020866",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ClinicSpectrum",0,FALSE,FALSE,NA,NA
"15","Ten major challenges of #bigdata analytics in the #healthcare industry of today. https://t.co/ZiwGH2HDM4 https://t.co/zIMoUnCgnY",FALSE,0,NA,2017-11-13 17:08:03,FALSE,NA,"930120085221593088",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","bigdataweek",0,FALSE,FALSE,NA,NA
"16","RT @meisshaily: @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/UL8QOg30bK",FALSE,0,NA,2017-11-13 17:02:15,FALSE,NA,"930118623481487361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TechNativeWire",4,TRUE,FALSE,NA,NA
"17","Need big data, healthcare, or security/management #govIT solutions? Find out how we can help: https://t.co/Y8chWmKGxl",FALSE,1,NA,2017-11-13 17:00:12,FALSE,NA,"930118108865548288",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","FedResults",0,FALSE,FALSE,NA,NA
"18","RT @VoiceXPInc: Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare #voicefirst #AI #tech  https:…",FALSE,0,NA,2017-11-13 16:51:48,FALSE,NA,"930115995238354945",NA,"<a href=""http://www.nomadbrains.eu/"" rel=""nofollow"">manifattura 4.0 (beta)</a>","Manifattura40",1,TRUE,FALSE,NA,NA
"19","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare #voicefirst #AI #tech  https://t.co/64KCVIFNA0",FALSE,0,NA,2017-11-13 16:51:11,FALSE,NA,"930115841328377867",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","VoiceXPInc",1,FALSE,FALSE,NA,NA
"20","RT @GefyraGmbH: Lese-Empfehlung für ein verregnetes Wochenende: https://t.co/TaKZ4Mv0dn  ""#FHIR Finally Brings the Internet to Bear on Heal…",FALSE,0,NA,2017-11-13 16:48:09,FALSE,NA,"930115077663051776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fhirabend",4,TRUE,FALSE,NA,NA
"21","https://t.co/QQWga47YGM",FALSE,0,NA,2017-11-13 16:48:04,FALSE,NA,"930115054057525249",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","BBConsultant",0,FALSE,FALSE,NA,NA
"22","RT @meisshaily: @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/UL8QOg30bK",FALSE,0,NA,2017-11-13 16:39:10,FALSE,NA,"930112816396296192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TechNative",4,TRUE,FALSE,NA,NA
"23","@TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/UL8QOg30bK",FALSE,0,"TechNative",2017-11-13 16:38:24,FALSE,NA,"930112621516292096","3937914677","<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","meisshaily",4,FALSE,FALSE,NA,NA
"24","RT @olfactex: This is how #BigData analytics underpins every healthcare trend: https://t.co/v6mubG4dlW #AI #analytics #machinelearning",FALSE,0,NA,2017-11-13 16:14:03,FALSE,NA,"930106494594535424",NA,"<a href=""http://nsxa.herokuapp.com"" rel=""nofollow"">machinelearningnsxa</a>","dolarhoycol",3,TRUE,FALSE,NA,NA
"25","RT @olfactex: This is how #BigData analytics underpins every healthcare trend: https://t.co/v6mubG4dlW #AI #analytics #machinelearning",FALSE,0,NA,2017-11-13 16:13:12,FALSE,NA,"930106279326076928",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","RoundTeam_demo",3,TRUE,FALSE,NA,NA
"26","RT @Star_Medllc: #blockchain Exploring the Use of Blockchain for EHRs, Healthcare Big Data
Blockchain has the potential to revolutionize EH…",FALSE,0,NA,2017-11-13 16:10:49,FALSE,NA,"930105681243443200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EtherFueled",1,TRUE,FALSE,NA,NA
"27","RT @olfactex: This is how #BigData analytics underpins every healthcare trend: https://t.co/v6mubG4dlW #AI #analytics #machinelearning",FALSE,0,NA,2017-11-13 16:10:46,FALSE,NA,"930105670178918403",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PemicaUS",3,TRUE,FALSE,NA,NA
"28","What’s the difference between #BigData &amp; smart data for healthcare providers? via @HITAnalytics #HealthIT
https://t.co/4AvXvohmSU",FALSE,0,NA,2017-11-13 16:07:37,FALSE,NA,"930104877245784066",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","ODHInc",0,FALSE,FALSE,NA,NA
"29","RT @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/S095r3mXNL",FALSE,0,NA,2017-11-13 15:57:54,FALSE,NA,"930102429323952128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","i3dthemes",13,TRUE,FALSE,NA,NA
"30","RT @arnabch01: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable revolutionize #healthcare https:/…",FALSE,0,NA,2017-11-13 15:55:45,FALSE,NA,"930101887398961152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arnabch01",514,TRUE,FALSE,NA,NA
"31","This is how #BigData analytics underpins every healthcare trend: https://t.co/v6mubG4dlW #AI #analytics #machinelearning",FALSE,2,NA,2017-11-13 15:40:12,FALSE,NA,"930097976151863296",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","olfactex",3,FALSE,FALSE,NA,NA
"32","RT @arjenvanberkum: The Real Limitations of #BigData - by @CliftonLeaf | #health #data https://t.co/Hzv37B7s1N",FALSE,0,NA,2017-11-13 15:36:39,FALSE,NA,"930097081057910784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wittysparks",1,TRUE,FALSE,NA,NA
"33","The Real Limitations of #BigData - by @CliftonLeaf | #health #data https://t.co/Hzv37B7s1N",FALSE,1,NA,2017-11-13 15:30:46,FALSE,NA,"930095601877954561",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","arjenvanberkum",1,FALSE,FALSE,NA,NA
"34","FHIR Finally Brings the Internet to Bear on Healthcare’s Big Data https://t.co/BePk1cdOfF",FALSE,0,NA,2017-11-13 15:28:14,FALSE,NA,"930094964360478721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrecisionDH",0,FALSE,FALSE,NA,NA
"35","Exploring the Use of Blockchain for EHRs, Healthcare Big Data https://t.co/iH0rQgTQOk",FALSE,0,NA,2017-11-13 15:05:05,FALSE,NA,"930089137461489664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","schmidtjack",0,FALSE,FALSE,NA,NA
"36","RT @ImDataScientist: 80% of doctors offices now using data-rich #EHR , is #machinelearning next big thing in #healthcare? https://t.co/26Hl…",FALSE,0,NA,2017-11-13 14:57:12,FALSE,NA,"930087156265209856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OctavianoTatau",1,TRUE,FALSE,NA,NA
"37","How are #AI and Big Data impacting healthcare? SVB's @NoomanHaque talks to @TechNative  in this week's podcast. Lis… https://t.co/DcG3i8aCWh",FALSE,0,NA,2017-11-13 14:51:00,TRUE,NA,"930085595086548992",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","SVB_UK",0,FALSE,FALSE,NA,NA
"38","RT @dan_spors: Big Data can transform health care but only if we understand how to apply it in an evidence-based way. https://t.co/1G7i6sTk…",FALSE,0,NA,2017-11-13 14:49:11,FALSE,NA,"930085136556789761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","health_factors",4,TRUE,FALSE,NA,NA
"39","RT @dan_spors: Big Data can transform health care but only if we understand how to apply it in an evidence-based way. https://t.co/1G7i6sTk…",FALSE,0,NA,2017-11-13 14:48:44,FALSE,NA,"930085025349029889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jodi_plomedahl",4,TRUE,FALSE,NA,NA
"40","80% of doctors offices now using data-rich #EHR , is #machinelearning next big thing in #healthcare? https://t.co/26HlEz3fWd MT @avik_sarkar",FALSE,1,NA,2017-11-13 14:48:27,FALSE,NA,"930084951374159872",NA,"<a href=""http://datasciencepakistan.com"" rel=""nofollow"">Data Pakistan</a>","ImDataScientist",1,FALSE,FALSE,NA,NA
"41","RT @dan_spors: Big Data can transform health care but only if we understand how to apply it in an evidence-based way. https://t.co/1G7i6sTk…",FALSE,0,NA,2017-11-13 14:47:02,FALSE,NA,"930084597714554880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KyleEDolbow",4,TRUE,FALSE,NA,NA
"42","RT @dan_spors: Big Data can transform health care but only if we understand how to apply it in an evidence-based way. https://t.co/1G7i6sTk…",FALSE,0,NA,2017-11-13 14:46:45,FALSE,NA,"930084525639700482",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","Abbylester1",4,TRUE,FALSE,NA,NA
"43","Big Data can transform health care but only if we understand how to apply it in an evidence-based way. https://t.co/1G7i6sTkb5",FALSE,5,NA,2017-11-13 14:46:25,FALSE,NA,"930084439954255872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dan_spors",4,FALSE,FALSE,NA,NA
"44","Which Healthcare Big Data, Business Intelligence Vendors are Most Popular? https://t.co/dwzYyRvq9K",FALSE,1,NA,2017-11-13 14:43:01,FALSE,NA,"930083585029214208",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","nadia_francais",0,FALSE,FALSE,NA,NA
"45","RT @biotricity_inc: #MotivationMonday: How one doc in #Brazil is making a difference on outcomes &amp; cost w/ #Cloud &amp; #Data, @DrConsulta: htt…",FALSE,0,NA,2017-11-13 14:33:09,FALSE,NA,"930081103226003456",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","a_waqaas",1,TRUE,FALSE,NA,NA
"46","#blockchain Exploring the Use of Blockchain for EHRs, Healthcare Big Data
Blockchain has the potential to revolutio… https://t.co/BuAi2cIoVC",FALSE,1,NA,2017-11-13 14:24:20,TRUE,NA,"930078883382284290",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Star_Medllc",1,FALSE,FALSE,NA,NA
"47","RT @ThisisStats: #BigData will play a key role in the future of health care. Here’s how:  https://t.co/WmoC16mX66 https://t.co/hp3ok6WXDd",FALSE,0,NA,2017-11-13 14:14:05,FALSE,NA,"930076305642737665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SAMSI_Info",7,TRUE,FALSE,NA,NA
"48","Pharma turns 2 big data 2 gauge care and pricing. #Pharmaceuticals,#Healthcare,#BigData,#Medicare,#MedicalResearch. https://t.co/Q53fIMdFlp",FALSE,0,NA,2017-11-13 14:03:34,FALSE,NA,"930073656608223232",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","Shyam17",0,FALSE,FALSE,NA,NA
"49","RT @mapr: How is #healthcare being transformed through #bigdata? @HITOutcomes, #MapR's @caroljmcdonald has the story &gt; https://t.co/TgRBQeY…",FALSE,0,NA,2017-11-13 14:00:03,FALSE,NA,"930072772390412288",NA,"<a href=""http://tweepsmap.com"" rel=""nofollow"">Tweepsmap</a>","ArkangelScrap",4,TRUE,FALSE,NA,NA
"50","RT @mapr: How is #healthcare being transformed through #bigdata? @HITOutcomes, #MapR's @caroljmcdonald has the story &gt; https://t.co/TgRBQeY…",FALSE,0,NA,2017-11-13 13:53:47,FALSE,NA,"930071196552527874",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","caroljmcdonald",4,TRUE,FALSE,NA,NA
"51","RT @mapr: How is #healthcare being transformed through #bigdata? @HITOutcomes, #MapR's @caroljmcdonald has the story &gt; https://t.co/TgRBQeY…",FALSE,0,NA,2017-11-13 13:13:28,FALSE,NA,"930061051311345664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bgehlbland",4,TRUE,FALSE,NA,NA
"52","RT @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/S095r3mXNL",FALSE,0,NA,2017-11-13 13:02:52,FALSE,NA,"930058382697836544",NA,"<a href=""http://newsunspun.com"" rel=""nofollow"">Andrew DeCotiis-Mauro</a>","akdm_bot",13,TRUE,FALSE,NA,NA
"53","RT @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/S095r3mXNL",FALSE,0,NA,2017-11-13 12:59:51,FALSE,NA,"930057624535687168",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",13,TRUE,FALSE,NA,NA
"54","RT @TechNative: How are #AI and #BigData impacting #healthcare? @NoomanHaque from @SVB_UK explains https://t.co/S095r3mXNL",FALSE,0,NA,2017-11-13 12:59:33,FALSE,NA,"930057547792420865",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",13,TRUE,FALSE,NA,NA
"55","RT @SPSMChat: Ok, @DocForeman: How did this conversation about financial digital signals and #suicide start? And who's big idea was it to t…",FALSE,0,NA,2017-11-13 12:33:32,FALSE,NA,"930050999036862464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TCruz76",20,TRUE,FALSE,NA,NA
"56","RT @ehealthmgmt: How #BigData could enhance #clinical performance in #cardiology ? #ecardio2017 https://t.co/nGzpJnIFPE",FALSE,0,NA,2017-11-13 12:13:59,FALSE,NA,"930046081811079168",NA,"<a href=""https://twitter.com/zippylab"" rel=""nofollow"">Zippylab4</a>","zippylab",6,TRUE,FALSE,NA,NA
"57","#MotivationMonday: How one doc in #Brazil is making a difference on outcomes &amp; cost w/ #Cloud &amp; #Data, @DrConsulta:… https://t.co/ENNI3d4jen",FALSE,0,NA,2017-11-13 12:00:18,TRUE,NA,"930042637989662720",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","biotricity_inc",1,FALSE,FALSE,NA,NA
"58","RT @ehealthmgmt: How #BigData could enhance #clinical performance in #cardiology ? #ecardio2017 https://t.co/nGzpJnIFPE",FALSE,0,NA,2017-11-13 11:55:34,FALSE,NA,"930041446157180929",NA,"<a href=""https://twitter.com/machinelearnbot"" rel=""nofollow"">Machine learning Bot 6</a>","machinelearnbot",6,TRUE,FALSE,NA,NA
"59","RT @ehealthmgmt: How #BigData could enhance #clinical performance in #cardiology ? #ecardio2017 https://t.co/nGzpJnIFPE",FALSE,0,NA,2017-11-13 11:48:16,FALSE,NA,"930039606501888000",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",6,TRUE,FALSE,NA,NA
"60","RT @ehealthmgmt: How #BigData could enhance #clinical performance in #cardiology ? #ecardio2017 https://t.co/nGzpJnIFPE",FALSE,0,NA,2017-11-13 11:47:56,FALSE,NA,"930039523081379840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarcDeFre",6,TRUE,FALSE,NA,NA
"61","RT @arnabch01: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable revolutionize #healthcare https:/…",FALSE,0,NA,2017-11-13 11:45:30,FALSE,NA,"930038911228874752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MandeOdur",514,TRUE,FALSE,NA,NA
"62","RT @eSURETY: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable... https://t.co/ekahxjhlq6 by #alev…",FALSE,0,NA,2017-11-13 11:42:02,FALSE,NA,"930038038209679360",NA,"<a href=""http://www.dnaed.tech"" rel=""nofollow"">Edtech genomics</a>","DNAed_tech",1,TRUE,FALSE,NA,NA
"63","Healthy? #BigData helps heal #HealthTech #HealthCare #data #digital #tech #health  https://t.co/p2vF4Wwtlz",FALSE,0,NA,2017-11-13 11:39:40,FALSE,NA,"930037445730725888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","detlistener",0,FALSE,FALSE,NA,NA
"64","#AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable...… https://t.co/o9Iu8hXWLA",FALSE,0,NA,2017-11-13 11:36:19,TRUE,NA,"930036599806681088",NA,"<a href=""http://convey.pro"" rel=""nofollow"">Convey: Make it post for you</a>","eSURETY",1,FALSE,FALSE,NA,NA
"65","RT @arnabch01: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable revolutionize #healthcare https:/…",FALSE,0,NA,2017-11-13 11:30:28,FALSE,NA,"930035129543725056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoannaFuVa",514,TRUE,FALSE,NA,NA
"66","RT @arnabch01: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable revolutionize #healthcare https:/…",FALSE,0,NA,2017-11-13 11:30:08,FALSE,NA,"930035045045190656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WarpSpeedcrypto",514,TRUE,FALSE,NA,NA
"67","RT @arnabch01: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable revolutionize #healthcare https:/…",FALSE,0,NA,2017-11-13 11:26:16,FALSE,NA,"930034071476015104",NA,"<a href=""https://twitter.com/StartUpRealTime"" rel=""nofollow"">StartupUSATato</a>","StartUpRealTime",514,TRUE,FALSE,NA,NA
